Indnum,Group,Activity,Units,Consumption,Quality_of_Life_Importance__1_10,solar_powered__water_heater,gas_water_heater,electric_water_heater___peak_hou,electric_water_heater___off_peak,gas,natural_gas,hybrid,electric___peak_hours,electric___off_peak_hours,jetfuel
61,3,use of self-clean feature of electric oven,count,3,14,,,,,,,,,,
61,3,Small kitchen appliance in the home,count,,,,,,,,,,,,
61,4,TV/computer use,count,61,25,,,,,1,,,,,
61,5,air travel - large plane,miles,3243,47,,,,,,,,,,
61,5,air travel - small  plane (<50 seats),miles,,,,,,,,,,,,
61,5,car trips- self only,miles,424,62,,,,,1,,,,,
61,5,car trips - driver and self,miles,27,40,,,,,1,,,,,
61,5,car trips - 2+ people with multiple end points,miles,28,,,,,,1,,,,,
61,5,trips using public ground transportation,bags,15,50,,,,,,,,,,
61,6,bags of garbage disposed,bags,18,41,,,,,,,,,,
61,6,bags of recycling deposited (negative CF),bags,,,,,,,,,,,,
61,6,bags of compost deposited (negative CF),bags,,,,,,,,,,,,
61,6,hazardous or electric items disposed,bags,,,,,,,,,,,,
61,6,large items disposed,items,,18,,,,,,,,,,
62,1,Household heating => 70F,count,7,69,,,,,,1,,,,
62,1,Household heating < 70F,count,10,92,,,,1,1,1,,,,
62,1,Use of heat pump,count,-5,40,,,,,,,,,,
62,1,Use of air conditioner,count,19,38,,,,1,,,,,,
62,2,shower - short,count,2,86,,,,,,,,,,
62,2,shower - long (> 3 min),count,39,76,,,,,,,,,,
62,2,bath,count,,14,,,,,,,,,,
62,2,wash-up,count,33,34,,,,,,,,,,
62,3,use of dishwasher,count,,25,,,,,,,,,,
62,3,use of clothes washer,count,4,47,,,,,,,,,,
62,3,use of clothes dryer,count,4,14,,,,,,,,,1,
62,3,use of cooking range,count,,,,,,,,,,,1,
62,3,use of  oven,count,8,32,,,,,,,,,1,
62,3,use of self-clean feature of electric oven,count,2,13,,,,,,,,,,
62,3,Small kitchen appliance in the home,count,,,,,,,,,,,,
62,4,TV/computer use,count,59,26,,,,,,,,,,
62,5,air travel - large plane,miles,2507,49,,,,,,,,,,
62,5,air travel - small  plane (<50 seats),miles,,,,,,,,,,,,
62,5,car trips- self only,miles,400,56,,,,,1,,,,,
62,5,car trips - driver and self,miles,39,25,,,,,1,,,,,
62,5,car trips - 2+ people with multiple end points,miles,,,,,,,1,,,,,
62,5,trips using public ground transportation,bags,17,59,,,,,,,,,,
62,6,bags of garbage disposed,bags,27,46,,,,,,,,,,
62,6,bags of recycling deposited (negative CF),bags,7,14,,,,,,,,,,
62,6,bags of compost deposited (negative CF),bags,,,,,,,,,,,,
62,6,hazardous or electric items disposed,bags,2,,,,,,,,,,,
62,6,large items disposed,items,1,20,,,,,,,,,,
63,1,Household heating => 70F,hours,4,78,,,,,,1,,,,
63,1,Household heating < 70F,hours,10,60,,,,,,1,,,,
63,1,Use of heat pump,hours,,52,,,,,,,,1,,
63,1,Use of air conditioner,hours,32,48,,,,,,,,,,
63,2,shower - short,count,3,87,,,,,,,,,,
63,2,shower - long (> 3 min),count,40,79,,,,,,,,,,
63,2,bath,count,,21,,,,,1,,,,,
63,2,wash-up,count,36,27,,,,,,,,,,
63,3,use of dishwasher,count,,25,,,,,,,,,,
63,3,use of clothes washer,count,7,39,1,,,,,,1,,,
63,3,use of clothes dryer,count,2,12,,1,,,,,,,,
63,3,use of cooking range,count,,,,,,1,,,,,,
63,3,use of  oven,count,9,40,,,,,,,,,,
63,3,use of self-clean feature of electric oven,count,2,20,,,,,,,,,,
63,3,Small kitchen appliance in the home,count,,,,,,,,,,,,
63,4,TV/computer use,count,62,26,,,,,,,,,,
63,5,air travel - large plane,miles,2570,41,,,,,,,,,,
63,5,air travel - small  plane (<50 seats),miles,,,,,,,,,,,,
63,5,car trips- self only,miles,316,46,,,,,1,,,,,
63,5,car trips - driver and self,miles,31,31,,,,,1,,,,,
63,5,car trips - 2+ people with multiple end points,miles,16,,,,,,1,,,,,
63,5,trips using public ground transportation,bags,12,58,,,,,,,,,,
63,6,bags of garbage disposed,bags,28,51,,,,,,,,,,
63,6,bags of recycling deposited (negative CF),bags,,,,,,,,,,,,
63,6,bags of compost deposited (negative CF),bags,7,15,,,,,,,,,,
63,6,hazardous or electric items disposed,bags,,,,,,,,,,,,
63,6,large items disposed,items,,17,,,,,,,,,,
64,1,Household heating => 70F,count,3,67,,1,,,,1,,,,
64,1,Household heating < 70F,count,8,84,,,,,,1,,,,
64,1,Use of heat pump,count,,50,,,,,,,,,,
64,1,Use of air conditioner,count,16,55,,,,,,,,,,
64,2,shower - short,count,4,83,,,,,,,,,,
64,2,shower - long (> 3 min),count,20,86,,,,1,,,,,,
64,2,bath,count,,15,,,,,,,,,,
64,2,wash-up,count,33,40,,,,,,,,,,
64,3,use of dishwasher,count,,24,,,,,,,,,,
64,3,use of clothes washer,count,4,40,1,,,,,,,,,
64,3,use of clothes dryer,count,1,14,1,,,,,,,,1,
64,3,use of cooking range,count,,,,,,,,,,,1,
64,3,use of  oven,count,10,36,,,,,,,,,1,
64,3,use of self-clean feature of electric oven,count,1,12,,,,,,,,,,
64,3,Small kitchen appliance in the home,count,,,,,,,,,,,,
64,4,TV/computer use,count,63,27,,,,,,,,,,
64,5,air travel - large plane,miles,2236,41,,,,,,,,,,
64,5,air travel - small  plane (<50 seats),miles,,,,,,,,,,,,
64,5,car trips- self only,miles,352,61,,,,,1,,,,,
64,5,car trips - driver and self,miles,29,38,,,,,1,,,,,
64,5,car trips - 2+ people with multiple end points,miles,25,,,,,,1,,,,,
64,5,trips using public ground transportation,bags,19,54,,,,,,,,,,
64,6,bags of garbage disposed,bags,21,45,,,,,,,,,,
64,6,bags of recycling deposited (negative CF),bags,,,,,,,,,,,,
64,6,bags of compost deposited (negative CF),bags,,,,,,,,,,,,
64,6,hazardous or electric items disposed,bags,,,,,,,,,,,,
64,6,large items disposed,items,2,18,,,,,,,,,,
65,1,Household heating => 70F,hours,10,75,,,,,,1,,,,
65,1,Household heating < 70F,hours,3,85,1,,,,,1,,,,
65,1,Use of heat pump,hours,,47,,,,,,,,,,
65,1,Use of air conditioner,hours,26,52,,,,,,,,,,
65,2,shower - short,count,8,98,,,1,1,,,,,,
65,2,shower - long (> 3 min),count,23,84,,,,,,,,,,
65,2,bath,count,3,11,,,,,,,,,,
65,2,wash-up,count,54,29,,,,,,,,,,
65,3,use of dishwasher,count,,19,,,,,,,,,,
65,3,use of clothes washer,count,2,31,,,,,,,,,,
65,3,use of clothes dryer,count,2,12,,,,,,,,,,
65,3,use of cooking range,count,,,,,,,,,,,,
65,3,use of  oven,count,9,41,1,,,,,,,,,
65,3,use of self-clean feature of electric oven,count,3,20,,,,,,,,,,
65,3,Small kitchen appliance in the home,count,,,,,,,,,,,,
65,4,TV/computer use,count,63,31,,,,,,,,,,
65,5,air travel - large plane,miles,3722,43,,,,,,,,,,1
65,5,air travel - small  plane (<50 seats),miles,,,,,,,,,,,,1
65,5,car trips- self only,miles,392,45,,,,,1,,,,,
65,5,car trips - driver and self,miles,11,38,,,,,1,,,,,
65,5,car trips - 2+ people with multiple end points,miles,,,,,,,1,,,,,
65,5,trips using public ground transportation,bags,15,51,,,,,,,,,,
65,6,bags of garbage disposed,bags,21,45,,,,,,,,,,
65,6,bags of recycling deposited (negative CF),bags,,,,,,,,,,,,
65,6,bags of compost deposited (negative CF),bags,,,,,,,,,,,,
65,6,hazardous or electric items disposed,bags,,,,,,,,,,,,
65,6,large items disposed,items,,20,,,,,,,,,,
66,1,Household heating => 70F,count,4,79,,,,,,1,,,,
66,1,Household heating < 70F,count,10,67,,,,,,1,,,,
66,1,Use of heat pump,count,,52,,,,,,,,,,
66,1,Use of air conditioner,count,19,38,,,,,,,,,,
66,2,shower - short,count,8,82,,1,1,,,,,,,
66,2,shower - long (> 3 min),count,19,91,,,,,,,,,,
66,2,bath,count,,17,,,,,,,,,,
66,2,wash-up,count,39,27,,,,,1,,,,,
66,3,use of dishwasher,count,,24,,,,,,,,,,
66,3,use of clothes washer,count,2,46,,,,,,,,,,
66,3,use of clothes dryer,count,4,19,,,,,,,,1,1,
66,3,use of cooking range,count,,,,,1,,,,,,1,
66,3,use of  oven,count,8,39,,,,,,,,,1,
66,3,use of self-clean feature of electric oven,count,4,21,1,,,,,,,,,
66,3,Small kitchen appliance in the home,count,61,,,,,,,,,,,
66,4,TV/computer use,count,59,21,,,,,,,,,,
66,5,air travel - large plane,miles,3901,46,,,,,,,,,,
66,5,air travel - small  plane (<50 seats),miles,,,,,,,,,,,,
66,5,car trips- self only,miles,454,61,,,,,1,,,,,
66,5,car trips - driver and self,miles,30,21,,,,,1,,,,,
66,5,car trips - 2+ people with multiple end points,miles,,,,,,,1,,,,,
66,5,trips using public ground transportation,bags,18,56,,,,,,,,,,
66,6,bags of garbage disposed,bags,25,44,,,,,,,,,,
66,6,bags of recycling deposited (negative CF),bags,,,,,,,,,,,,
66,6,bags of compost deposited (negative CF),bags,3,6,,,,,,,,,,
66,6,hazardous or electric items disposed,bags,,,,,,,,,,,,
66,6,large items disposed,items,2,20,,,,,,,,,,
67,1,Household heating => 70F,hours,9,89,,,1,,,1,,,,
67,1,Household heating < 70F,hours,8,76,,,1,,,1,,,,
67,1,Use of heat pump,hours,,49,,,,,,,,,,
67,1,Use of air conditioner,hours,31,46,,,,,,,,,,
67,2,shower - short,count,5,82,,,,,,,,,,
67,2,shower - long (> 3 min),count,24,74,,,,1,1,,,,,
67,2,bath,count,,21,,,,,,,,,,
67,2,wash-up,count,49,27,,,,,,,,,,
67,3,use of dishwasher,count,,25,,,,,,,,,,
67,3,use of clothes washer,count,5,37,,,,,,,,,,
67,3,use of clothes dryer,count,3,21,,,,,,,,,,
67,3,use of cooking range,count,,,,,,,,,,,,
67,3,use of  oven,count,10,36,,,,,,,,,,
67,3,use of self-clean feature of electric oven,count,1,20,,,,,,,,,,
67,3,Small kitchen appliance in the home,count,,,,,,,,,,,,
67,4,TV/computer use,count,62,27,,,,,,,,,,
67,5,air travel - large plane,miles,2894,44,,,,,,,,,,
67,5,air travel - small  plane (<50 seats),miles,,,,,,,,,,,,
67,5,car trips- self only,miles,434,59,,,,,1,,,,,
67,5,car trips - driver and self,miles,35,28,,,,,1,,,,,
67,5,car trips - 2+ people with multiple end points,miles,26,,,,,,1,,,,,
67,5,trips using public ground transportation,bags,17,44,,,,,,,,,,
67,6,bags of garbage disposed,bags,27,49,,,,,,,,,,
67,6,bags of recycling deposited (negative CF),bags,,,,,,,,,,,,
67,6,bags of compost deposited (negative CF),bags,,,,,,,,,,,,
67,6,hazardous or electric items disposed,bags,,,,,,,,,,,,
67,6,large items disposed,items,,16,,,,,,,,,,
68,1,Household heating => 70F,count,7,86,,,,,,1,,,,
68,1,Household heating < 70F,count,6,78,,,,,,1,,,,
68,1,Use of heat pump,count,,45,,,,,,,,,,
68,1,Use of air conditioner,count,28,44,,,,,,,,,,
68,2,shower - short,count,6,83,,,,,,,,,,
68,2,shower - long (> 3 min),count,33,78,,,,,,,,,,
68,2,bath,count,,15,,,,,,,,,,
68,2,wash-up,count,49,32,,,1,,,,,,,
68,3,use of dishwasher,count,,22,,,,,,,,,,
68,3,use of clothes washer,count,6,37,,,,,,,,,,
68,3,use of clothes dryer,count,3,20,,,,,,,,,1,
68,3,use of cooking range,count,,,,,,,,,,1,1,
68,3,use of  oven,count,10,33,,,,,,,,,1,
68,3,use of self-clean feature of electric oven,count,3,16,,,,,,,,,,
68,3,Small kitchen appliance in the home,count,,,1,,,,,,,,,
68,4,TV/computer use,count,63,22,,,,,,,,,,
68,5,air travel - large plane,miles,3392,46,,,,,,,,,,
68,5,air travel - small  plane (<50 seats),miles,,,,,,,,,,,,1
68,5,car trips- self only,miles,381,50,,,,,1,,,,,
68,5,car trips - driver and self,miles,26,24,,,,,1,,,,,
68,5,car trips - 2+ people with multiple end points,miles,30,,,,,,1,,,,,
68,5,trips using public ground transportation,bags,13,48,,,,,,,,,,
68,6,bags of garbage disposed,bags,25,42,,,,,,,,,,
68,6,bags of recycling deposited (negative CF),bags,,,,,,,,,,,,
68,6,bags of compost deposited (negative CF),bags,,,,,,,,,,,,
68,6,hazardous or electric items disposed,bags,,,,,,,,,,,,
68,6,large items disposed,items,1,14,,,,,,,,,,
69,1,Household heating => 70F,hours,2,93,1,,,,,1,,,,
69,1,Household heating < 70F,hours,4,71,,,,,,1,,,,
69,1,Use of heat pump,hours,,47,,,,,,,,,,
69,1,Use of air conditioner,hours,16,45,,,,,,,,,,
69,2,shower - short,count,7,86,,,,,,,,,,
69,2,shower - long (> 3 min),count,15,92,,,,,,,,,,
69,2,bath,count,,19,,,,,,,,,,
69,2,wash-up,count,39,30,,,,,,,,,,
69,3,use of dishwasher,count,,19,,,,,,,,,,
69,3,use of clothes washer,count,6,40,,1,,,,,,,,
69,3,use of clothes dryer,count,3,18,,,,,,,,,,
69,3,use of cooking range,count,,,,,,,,,,,,
69,3,use of  oven,count,10,40,,,,,,,,,,
69,3,use of self-clean feature of electric oven,count,1,21,1,,,,,,,,,
69,3,Small kitchen appliance in the home,count,,,,,,,,,,,,
69,4,TV/computer use,count,60,23,,,,,,,,,,
69,5,air travel - large plane,miles,2908,46,,,,,,,,,,
69,5,air travel - small  plane (<50 seats),miles,,,,,,,,,,,,
69,5,car trips- self only,miles,352,46,,,,,1,,,,,
69,5,car trips - driver and self,miles,31,23,,,,,1,,,,,
69,5,car trips - 2+ people with multiple end points,miles,,,,,,,1,,,,,
69,5,trips using public ground transportation,bags,16,46,,,,,,,,,,
69,6,bags of garbage disposed,bags,23,47,,,,,,,,,,
69,6,bags of recycling deposited (negative CF),bags,,,,,,,,,,,,
69,6,bags of compost deposited (negative CF),bags,,,,,,,,,,,,
69,6,hazardous or electric items disposed,bags,,,,,,,,,,,,
69,6,large items disposed,items,2,18,,,,,,,,,,
70,1,Household heating => 70F,count,1,74,,1,,,,1,1,,,
70,1,Household heating < 70F,count,1,70,,1,,,,1,,,,
70,1,Use of heat pump,count,,50,,,,,,,,,,
70,1,Use of air conditioner,count,20,53,,,,,,,,,,
70,2,shower - short,count,7,93,,,,,,,,,,
70,2,shower - long (> 3 min),count,13,75,,,,,1,,,,,
70,2,bath,count,,19,,,,,,,,,,
70,2,wash-up,count,32,37,,,,,,,,,,
70,3,use of dishwasher,count,,21,,,,,,,,,,
70,3,use of clothes washer,count,7,29,,,,,,,,,,
70,3,use of clothes dryer,count,4,17,,,,,,,,,1,
70,3,use of cooking range,count,,,,1,,,,,,,1,
70,3,use of  oven,count,11,38,,,,1,,,,,1,
70,3,use of self-clean feature of electric oven,count,1,21,,,,,,,,,,
70,3,Small kitchen appliance in the home,count,,,,,,,,,,,,
70,4,TV/computer use,count,62,31,,,,,,,,,,
70,5,air travel - large plane,miles,2500,44,,,,,,,,,,
70,5,air travel - small  plane (<50 seats),miles,,,,,,,,,,,,
70,5,car trips- self only,miles,352,58,,,,,1,,,,,
70,5,car trips - driver and self,miles,40,21,,,,,1,,,,,
70,5,car trips - 2+ people with multiple end points,miles,,,,,,,1,,,,,
70,5,trips using public ground transportation,bags,12,46,,,,,,,,,,
70,6,bags of garbage disposed,bags,28,50,,,,,,,,,,
70,6,bags of recycling deposited (negative CF),bags,,,,,,,,,,,,
70,6,bags of compost deposited (negative CF),bags,,,,,,,,,,,,
70,6,hazardous or electric items disposed,bags,,,,,,,,,,,,
70,6,large items disposed,items,,19,,,,,,,,,,
71,1,Household heating => 70F,hours,2,71,,1,,,,1,,,,
71,1,Household heating < 70F,hours,3,65,,,,,,1,,,,
71,1,Use of heat pump,hours,,53,,,,,,,,,,
71,1,Use of air conditioner,hours,15,40,,,1,,,,,,,
71,2,shower - short,count,7,85,,1,,1,,,,,,
71,2,shower - long (> 3 min),count,30,78,,,,,,,,1,,
71,2,bath,count,,14,1,,,,,,,,,
71,2,wash-up,count,54,36,,,1,,,,,,,
71,3,use of dishwasher,count,,19,,,,,,,,,,
71,3,use of clothes washer,count,3,48,,,,,,,,,,
71,3,use of clothes dryer,count,2,13,,,,,,,,,,
71,3,use of cooking range,count,,,,,,,,,,,,
71,3,use of  oven,count,9,33,,,,,,,,,,
71,3,use of self-clean feature of electric oven,count,4,13,,,,,,,,,,
71,3,Small kitchen appliance in the home,count,,,,,,,,,,,,
71,4,TV/computer use,count,62,28,,,,,,,,,,
71,5,air travel - large plane,miles,2328,44,,,,,,,,,,
71,5,air travel - small  plane (<50 seats),miles,,,,,,,,,,,,
71,5,car trips- self only,miles,313,47,,,,,1,,,,,
71,5,car trips - driver and self,miles,15,25,,,,,1,,,,,
71,5,car trips - 2+ people with multiple end points,miles,,,,,,,1,,,,,
71,5,trips using public ground transportation,bags,19,60,,,,,,,,,,
71,6,bags of garbage disposed,bags,22,42,,,,,,,,,,
71,6,bags of recycling deposited (negative CF),bags,,,,,,,,,,,,
71,6,bags of compost deposited (negative CF),bags,,,,,,,,,,,,
71,6,hazardous or electric items disposed,bags,,,,,,,,,,,,
71,6,large items disposed,items,2,13,,,,,,,,,,
72,1,Household heating => 70F,count,4,79,,,,,,1,,,,
72,1,Household heating < 70F,count,2,70,,,,,,1,,,,
72,1,Use of heat pump,count,,52,,,,,,,,,,
72,1,Use of air conditioner,count,19,41,,,,1,,,,1,,
72,2,shower - short,count,5,89,,,,,1,,,,,
72,2,shower - long (> 3 min),count,25,72,1,,,,1,,,,,
72,2,bath,count,,22,,,,,,,,,,
72,2,wash-up,count,33,44,,,,,,,,,,
72,3,use of dishwasher,count,,20,,,,,,,,,,
72,3,use of clothes washer,count,2,27,,,,,,,,,,
72,3,use of clothes dryer,count,2,19,,1,,,,,,,1,
72,3,use of cooking range,count,,,,,,,,,,,1,
72,3,use of  oven,count,12,33,,,,,,,,,1,
72,3,use of self-clean feature of electric oven,count,3,12,,,,,,,,,,
72,3,Small kitchen appliance in the home,count,,,,,,,,,,,,
72,4,TV/computer use,count,61,28,,,,,,,,,,
72,5,air travel - large plane,miles,3202,41,,,,,,,,,,
72,5,air travel - small  plane (<50 seats),miles,,,,,,,,,,,,
72,5,car trips- self only,miles,382,57,,,,,1,,,,,
72,5,car trips - driver and self,miles,20,25,,,,,1,,,,,
72,5,car trips - 2+ people with multiple end points,miles,,,,,,,1,,,,,
72,5,trips using public ground transportation,bags,16,50,,,,,,,,,,
72,6,bags of garbage disposed,bags,18,43,,,,,,,,,,
72,6,bags of recycling deposited (negative CF),bags,,,,,,,,,,,,
72,6,bags of compost deposited (negative CF),bags,,,,,,,,,,,,
72,6,hazardous or electric items disposed,bags,,,,,,,,,,,,
72,6,large items disposed,items,2,18,,,,,,,,,,
73,1,Household heating => 70F,hours,2,85,,,,,,1,,,,
73,1,Household heating < 70F,hours,3,63,,,,,,1,,,,
73,1,Use of heat pump,hours,,50,,,,,,,,,,
73,1,Use of air conditioner,hours,24,41,,,,,,,,,,
73,2,shower - short,count,4,90,,,,,,,,,,
73,2,shower - long (> 3 min),count,26,76,1,1,,,,,,,,
73,2,bath,count,,19,,,,,,,,,,
73,2,wash-up,count,42,35,,,,,,,,,,
73,3,use of dishwasher,count,,23,,,,,,,,,,
73,3,use of clothes washer,count,6,32,,,,,,,,,,
73,3,use of clothes dryer,count,4,11,,,,,,,,,,
73,3,use of cooking range,count,,,,,,,,,,,,
73,3,use of  oven,count,11,39,,,,,,,,,,
73,3,use of self-clean feature of electric oven,count,1,17,,,,,,,,,,
73,3,Small kitchen appliance in the home,count,,,,,,,,,,,,
73,4,TV/computer use,count,64,31,,,1,,,,,,,
73,5,air travel - large plane,miles,2624,48,,,,,,,,,,
73,5,air travel - small  plane (<50 seats),miles,,,,,,,,,,,,
73,5,car trips- self only,miles,347,42,,,,,1,,,,,
73,5,car trips - driver and self,miles,24,23,,,,,1,,,,,
73,5,car trips - 2+ people with multiple end points,miles,17,,,,,,1,,,,,
73,5,trips using public ground transportation,bags,12,49,,,,,,,,,,
73,6,bags of garbage disposed,bags,22,48,,,,,,,,,,
73,6,bags of recycling deposited (negative CF),bags,,,,,,,,,,,,
73,6,bags of compost deposited (negative CF),bags,2,4,,,,,,,,,,
73,6,hazardous or electric items disposed,bags,,,,,,,,,,,,
73,6,large items disposed,items,2,15,,,,,,,,,,
74,1,Household heating => 70F,count,10,65,,1,,,,1,,,,
74,1,Household heating < 70F,count,1,65,,,,1,,1,,,,
74,1,Use of heat pump,count,,43,,,,,,,,,,
74,1,Use of air conditioner,count,13,48,,,,,,,,,,
74,2,shower - short,count,2,97,,,,,,,,,,
74,2,shower - long (> 3 min),count,17,83,,,,,,,,,,
74,2,bath,count,,15,,,,,,,,,,
74,2,wash-up,count,46,40,,,,,,,,,,
74,3,use of dishwasher,count,,23,,,,,,,,,,
74,3,use of clothes washer,count,8,37,,,,,,,,,,
74,3,use of clothes dryer,count,4,17,,,,,,,,,1,
74,3,use of cooking range,count,7,,,,,,,,,,1,
74,3,use of  oven,count,12,40,,,,,,,,,1,
74,3,use of self-clean feature of electric oven,count,1,17,,,,,,,,,,
74,3,Small kitchen appliance in the home,count,,,,,,,,,,,,
74,4,TV/computer use,count,60,27,,,,,,,,,,
74,5,air travel - large plane,miles,3447,51,,,,,,,,,,
74,5,air travel - small  plane (<50 seats),miles,,,,,,,,,,,,
74,5,car trips- self only,miles,340,55,,,,,1,,,,,
74,5,car trips - driver and self,miles,32,25,,,,,1,,,,,
74,5,car trips - 2+ people with multiple end points,miles,,,,,,,1,,,,,
74,5,trips using public ground transportation,bags,14,58,,,,,,,,,,
74,6,bags of garbage disposed,bags,27,51,,,,,,,,,,
74,6,bags of recycling deposited (negative CF),bags,,,,,,,,,,,,
74,6,bags of compost deposited (negative CF),bags,5,11,,,,,,,,,,
74,6,hazardous or electric items disposed,bags,,,,,,,,,,,,
74,6,large items disposed,items,,20,,,,,,,,,,
75,1,Household heating => 70F,hours,4,79,,,,,,1,,,,
75,1,Household heating < 70F,hours,10,89,,,,,,1,,,,
75,1,Use of heat pump,hours,,49,,,,,,,,,,
75,1,Use of air conditioner,hours,23,50,,,,,,,,,,
75,2,shower - short,count,6,93,,,,,,,,,,
75,2,shower - long (> 3 min),count,38,85,,,,,,,,,,
75,2,bath,count,,12,,,,,,,,,,
75,2,wash-up,count,48,42,,,,,,,,,,
75,3,use of dishwasher,count,,20,,,,,,,,,,
75,3,use of clothes washer,count,2,45,,,,,,,,,,
75,3,use of clothes dryer,count,2,15,,1,,,,,,,,
75,3,use of cooking range,count,,,,,,,,,,,,
75,3,use of  oven,count,8,31,,1,,,,,,,,
75,3,use of self-clean feature of electric oven,count,1,11,,1,,,,,,,,
75,3,Small kitchen appliance in the home,count,,,,,,,,,,,,
75,4,TV/computer use,count,60,31,,,,,,,,,,
75,5,air travel - large plane,miles,2912,50,,,,,,,,,,
75,5,air travel - small  plane (<50 seats),miles,,,,,,,,,,,,1
75,5,car trips- self only,miles,280,42,,,,,1,,,,,
75,5,car trips - driver and self,miles,37,37,,,,,1,,,,,
75,5,car trips - 2+ people with multiple end points,miles,25,,,,,,1,,,,,
75,5,trips using public ground transportation,bags,12,45,,,,,,,,,,
75,6,bags of garbage disposed,bags,19,48,,,,,,,,,,
75,6,bags of recycling deposited (negative CF),bags,,,,,,,,,,,,
75,6,bags of compost deposited (negative CF),bags,,,,,,,,,,,,
75,6,hazardous or electric items disposed,bags,,,,,,,,,,,,
75,6,large items disposed,items,1,15,,,,,,,,,,
76,1,Household heating => 70F,count,8,69,,1,,,,1,,,,
76,1,Household heating < 70F,count,5,89,,,,,,1,,1,,
76,1,Use of heat pump,count,,43,,,,,,,,,,
76,1,Use of air conditioner,count,20,48,,,,,,,,,,
76,2,shower - short,count,8,93,,,,,,,,,,
76,2,shower - long (> 3 min),count,31,83,,,,,,,,,,
76,2,bath,count,,21,,,,,,,,,,
76,2,wash-up,count,37,40,,,1,,,,,,,
76,3,use of dishwasher,count,,23,,,,,,,,,,
76,3,use of clothes washer,count,2,40,1,,,,,,,,,
76,3,use of clothes dryer,count,1,20,,,,,,,,,1,
76,3,use of cooking range,count,,,,,,,,,,,1,
76,3,use of  oven,count,8,41,,,,,,,,,1,
